id, isin, issuerName, maturityDate, startDate, bondDuration, couponRate, couponPeriod, high, low, last, change, yield, pieceSize, fitch, moody's, snp
972, EOY9620, Realfire, 05-10-2033, 05-10-2015, 18, 0.792, Semi-Annual, 84.409, 77.623, 82.645, -0.108, 0.793, 99.874, B+, Ba2, BB
973, HKJMQ776, Tazz, 18-10-2026, 18-10-2015, 11, 3.652, Annual, 408.774, 379.669, 394.222, -0.543, 3.665, 99.645, B+, Caa1, CCC+
974, LVASY2010, Pixope, 06-01-2050, 06-01-2015, 35, 1.573, Semi-Annual, 462.191, 452.993, 462.007, 72.033, 1.575, 99.873, BB, B3, BB
975, STAF35113, Yakijo, 22-06-2030, 22-06-2015, 15, 1.672, Quaterly, 214.494, 213.25, 213.785, 8.419, 1.675, 99.821, B+, Caa2, CCC
976, NYIUC00182, Pixoboo, 08-05-2030, 08-05-2015, 15, 0.359, Quaterly, 250.331, 227.701, 234.49, 18.733, 0.359, 100, B-, Caa1, BB
977, SHG062372, Photobug, 02-08-2036, 02-08-2015, 21, 3.007, Semi-Annual, 73.764, 73.498, 73.589, 0.211, 3.016, 99.702, WD, WR, BB
978, QEZ63051, Blogtags, 14-02-2031, 14-02-2015, 16, 4.525, Quaterly, 306.627, 277.007, 279.673, 0.478, 4.545, 99.56, B-, Caa1, BB
979, EQR4744, Zoombeat, 06-07-2047, 06-07-2015, 32, 2.565, Semi-Annual, 353.684, 332.463, 334.161, -21.745, 2.572, 99.728, BB, B3, BB
980, RUL75474, Yoveo, 04-03-2024, 04-03-2015, 9, 0.062, Annual, 50.903, 50.287, 50.54, 0.754, 0.062, 100, B-, Caa1, BB
981, TBNL1240, Linkbuzz, 05-09-2038, 05-09-2015, 23, 3.869, Annual, 290.215, 286.181, 287.754, -14.73, 3.884, 99.614, B+, Baa1, BB
982, EBJIY4175, Divavu, 14-10-2047, 14-10-2015, 32, 4.638, Semi-Annual, 35.613, 32.465, 33.756, -1.022, 4.66, 99.528, B+, Baa1, BB-
983, VRCM37998, Youtags, 02-11-2032, 02-11-2015, 17, 2.32, Annual, 447.244, 433.424, 440.61, 4.191, 2.325, 99.785, B+, Baa1, BB
984, YGEK89841, Twitterwire, 20-02-2042, 20-02-2015, 27, 2.404, Semi-Annual, 25.927, 24.828, 25.564, 0.837, 2.41, 99.751, B+, Baa1, BB
985, ORQ298, Skinte, 17-03-2043, 17-03-2015, 28, 0.154, Annual, 353.428, 337.665, 349.803, -14.549, 0.154, 100, BB+, Ba2, BB+
986, JYPH89362, Teklist, 05-08-2044, 05-08-2015, 29, 4.942, Semi-Annual, 385.303, 384.224, 384.397, 7.597, 4.966, 99.517, B+, Baa1, BB
987, XDKRH758, Agivu, 20-11-2043, 20-11-2015, 28, 4.266, Annual, 130.55, 130.393, 130.406, -6.791, 4.284, 99.58, B+, Baa1, BB
988, MVI76479, Quaxo, 03-11-2035, 03-11-2015, 20, 4.204, Semi-Annual, 233.067, 232.251, 232.627, 8.779, 4.222, 99.574, B+, Baa1, B+
989, PWJI891258, Flipstorm, 26-05-2039, 26-05-2015, 24, 4.354, Annual, 475.157, 430.302, 454.075, 11.835, 4.373, 99.566, B+, Baa1, B-
990, NDJTY2796, Voolith, 28-05-2038, 28-05-2015, 23, 2.566, Semi-Annual, 282.235, 261.011, 262.921, -44.41, 2.573, 99.728, B+, Baa1, BB
991, ZDN440, Tagchat, 30-03-2040, 30-03-2015, 25, 0.096, Annual, 47.25, 43.801, 46.008, 5.696, 0.096, 100, BBB, Baa3, BB
992, GAJ15452, Teklist, 20-12-2049, 20-12-2015, 34, 0.036, Semi-Annual, 110.456, 103.066, 106.318, 0.451, 0.036, 100, AA+, Aaa, AAA
993, ZPXCE3387, Kazu, 29-09-2048, 29-09-2015, 33, 2.533, Quaterly, 54.389, 53.769, 53.788, 11.357, 2.539, 99.764, BBB-, Baa3, BB
994, BVA26431, Youfeed, 08-06-2037, 08-06-2015, 22, 0.732, Semi-Annual, 49.1, 46.336, 48.658, 1.23, 0.733, 99.864, AA+, Aaa, AAA
995, DSZB953, Omba, 28-10-2040, 28-10-2015, 25, 2.293, Quaterly, 488.053, 460.478, 461.857, 4.897, 2.298, 99.782, BBB+, Baa1, BBB+
996, NLBT9952, Gabspot, 08-12-2022, 08-12-2015, 7, 0.261, Annual, 88.378, 81.423, 84.205, 7.233, 0.261, 100, BBB+, Baa3, BB
997, NVH0670, Devcast, 04-08-2028, 04-08-2015, 13, 0.079, Quaterly, 247.755, 245.054, 247.728, -6.979, 0.079, 100, A-, Baa3, BBB
998, SAW27568, Mudo, 09-07-2024, 09-07-2015, 9, 0.491, Semi-Annual, 156.855, 149.483, 151.326, 0.715, 0.491, 100, A-, Baa2, A-
999, ZHR4923, Rhynoodle, 11-09-2021, 11-09-2015, 6, 0.35, Quaterly, 378.3, 342.021, 364.514, -27.143, 0.35, 100, BBB, Baa2, BB
1000, EKU8047, Zoomdog, 09-10-2040, 09-10-2015, 25, 3.408, Semi-Annual, 466.129, 459.883, 464.005, 30.215, 3.42, 99.649, WD, Baa1, BBB+
1001, QWQWQ, Asr, 09-10-2040, 09-10-2015, 25, 3.408, Semi-Annual, 466.129, 459.883, 464.005, 30.215, 3.42, 99.649, WD, Baa1, BBB+
